key,old,new
bazaar_msg_announce_error_possession_full ,アイテムバッグと保管ボックスに空き枠が無いため購入できません,You cannot purchase it because there is no free space in the item bag or storage.
bazaar_msg_announce_error_stop_storage_full,保管ボックスに空き枠が無いため取り消しできません,You cannot purchase it because there is no free space in storage.
bazaar_msg_shortcut_exhibit,出品へのショートカット,Shortcut to Exhibit
bazaar_msg_announce_error_bazaaritem0,バザーに出品できるアイテムを持っていません,There are no items that can be exhibited.
bazaar_msg_disp_snatching_notfound,"購入できるアイテムは見つかりませんでした
前の画面に戻ってください

（他のプレイヤーに購入された、もしくは
出品を取り消した等の可能性があります）","There were no purchasable items found.
Please go back to the previous screen.

(It was purchased by other players
or the exhibition was canceled)"
bazaar_msg_announce_many_search,一致する情報が多いため、すべてを取得できませんでした,There were too many results.
bazaar_msg_exhibit_set_number_limit,※<VAL> 個まで,
bazaar_msg_disp_access_frequency_error,"サーバーへのアクセス頻度が高いため
一定時間、商品検索のご利用を制限いたします
時間を置いてもう一度お試しいただくか
アクセス頻度を下げてご利用いただきますよう
お願いいたします","Due to a high frequency of searches in a small timespan,
we will restrict the use of the Bazaar search for a period of time.
Please lower the frequency of searches in the future, and
try again later."
bazaar_msg_announce_error_notcovered,対象のアイテムはバザーで購入できません,
bazaar_msg_name_bazaar_en,Bazaar,Bazaar
bazaar_msg_name_bazaar_jp,バザー,Bazaar
bazaar_msg_name_required_material,必要素材名,
bazaar_msg_name_num_listings,出品数,
