"key","old","new"
"OS_index_loginskip","ログインスキップ設定","Skip Login Setting"
"OS_index_loginskip_in_decide","決済時のログインスキップ：","Skip login at the time of payment："
"OS_index_valid","有効","Valid"
"OS_index_invalid","無効","Invalid"
"OS_index_loginskip_disable","ログインスキップの解除","Cancel login skip"
"OS_index_change_payment","クレジットカード登録情報変更","Change Credit Card Registration Information"
"OS_index_change_records","登録情報変更","Change of registration information"
"OS_index_cancell_passport","パスポート（クレジットカード継続）の解約","Cancellation of Passport (Credit Card Continuation)"
"OS_index_manage_charge","継続利用権 管理","Continued use rights management"
"OS_index_pass_cource","<OPCS>","<OPCS>"
"OS_index_equipment_item","装備・アイテム","Equipment / Item"
"OS_index_none","なし","None"
"OS_catalog_pawn2","クラフトマスターポーン","Craft Master Pawn"
"OS_announce_voice2","ポーンボイス","Pawn Voice"
"OS_index_eninvalid","無効にする","disable"
"OS_dialog_is_invalid_logskip","決済時のログインスキップを無効化しますか？","Do you want to disable login skip on payment?"
"OS_dialog_done_invalid_logskip","決済時のログインスキップを無効化しました","Disabled login skip for payment."
"OS_index_mode_browser","ブラウザ操作","Use Browser"
"OS_index_mode_shop","ショップ操作","Use Shop"
"OS_annnounce_nocap1","今の状況ではCAPの購入はできません","Cannot purchase CAP under the current circumstances."
"OS_annnounce_purchased","<NAME ETC> は既に購入済みです","<NAME ETC> has already been purchased."
"OS_catalog_storage","ストレージ","Storage"
"OS_catalog_skillreset","スキルリセット","Skill Reset"
"OS_dialog_buy_announce_afterfollow","ご購入された商品は
オンラインステーションの「未使用コース」から
ご使用いただけます","The purchased item can be used from the ""Unused Course"" of the Online Station."
"OS_catalog_fixed_phrase","ボイス定型文","Voice Phrases"
"OS_catalog_shortcut","ショートカット","Shortcut"
"OS_pop_price_reload","価格が最新の情報に更新されました","The price has been updated to the latest information."
