quest_id,gmd_idx,type_name,en_text,source_file,entry_index,prompt
q00000007,1,QUEST_TEXT_TYPE_ORDER,Locate Iris and bring her back to the temple.,q00000007_00.qtd.json,1,
q00000007,2,QUEST_TEXT_TYPE_PURPOSE,"Find Iris' whereabouts by talking to
the people in the Audience Chamber.",q00000007_00.qtd.json,2,
q00000007,3,QUEST_TEXT_TYPE_PURPOSE,Head to the hot springs of Kinoza and find Iris.,q00000007_00.qtd.json,3,
q00000007,4,QUEST_TEXT_TYPE_PURPOSE,Speak with Roy who manages Kinoza Mineral Springs,q00000007_00.qtd.json,4,
q00000007,5,QUEST_TEXT_TYPE_PURPOSE,Enter the springs,q00000007_00.qtd.json,5,
q00000007,6,QUEST_TEXT_TYPE_PURPOSE,Report back to the Audience Chamber,q00000007_00.qtd.json,6,
q00000008,0,QUEST_TEXT_TYPE_NAME,The Scent of the Forest of Illusion - Unused,q00000008_00.qtd.json,0,
q00000008,1,QUEST_TEXT_TYPE_ORDER,Deal with the bored Mayleaf,q00000008_00.qtd.json,1,
q00000008,2,QUEST_TEXT_TYPE_PURPOSE,"Rendezvous with Mayleaf at the seaside terrace of
the White Dragon Temple",q00000008_00.qtd.json,2,
q00000008,3,QUEST_TEXT_TYPE_PURPOSE,"Head to the meeting place deep within Mysree
Forest",q00000008_00.qtd.json,3,
q00000008,4,QUEST_TEXT_TYPE_PURPOSE,Obtain 3 small wild flower (tentative),q00000008_00.qtd.json,4,
q00000008,5,QUEST_TEXT_TYPE_PURPOSE,Deliver 3 Small Wildflowers (tentative) to Mayleaf,q00000008_00.qtd.json,5,
q00000008,6,QUEST_TEXT_TYPE_PURPOSE,Report the events with Mayleaf to Joseph who is in the audience chamber.,q00000008_00.qtd.json,6,
q00000009,0,QUEST_TEXT_TYPE_NAME,The Assailed Fort,q00000009_00.qtd.json,0,
q00000009,1,QUEST_TEXT_TYPE_ORDER,"Head to Fort Gritten, 
which has been occupied by Orcs, join forces
with a mixed unit of Arisen and White Guard Knights
to participate in the fort's siege defense.",q00000009_00.qtd.json,1,
q00000009,2,QUEST_TEXT_TYPE_PURPOSE,Head to Fort Gritten,q00000009_00.qtd.json,2,
q00000009,3,QUEST_TEXT_TYPE_PURPOSE,Eliminate the Orc invaders,q00000009_00.qtd.json,3,
q00000009,4,QUEST_TEXT_TYPE_PURPOSE,Clear out the enemies in the fort,q00000009_00.qtd.json,4,
q00000009,5,QUEST_TEXT_TYPE_PURPOSE,Report to the Audience Chamber,q00000009_00.qtd.json,5,
q00000010,0,QUEST_TEXT_TYPE_NAME,The Castle of Dusk,q00000010_00.qtd.json,0,
q00000010,1,QUEST_TEXT_TYPE_ORDER,Find ways to wake the White Dragon,q00000010_00.qtd.json,1,
q00000010,2,QUEST_TEXT_TYPE_PURPOSE,"Explore ways to awaken the White Dragon by
talking to the people in the Audience Chamber",q00000010_00.qtd.json,2,
q00000010,3,QUEST_TEXT_TYPE_PURPOSE,Speak with Leo in the Audience Chamber,q00000010_00.qtd.json,3,
q00000010,4,QUEST_TEXT_TYPE_PURPOSE,Head to Dreed Castle in Dowe Valley,q00000010_00.qtd.json,4,
q00000010,5,QUEST_TEXT_TYPE_PURPOSE,Search for the Vessel of Life in Dreed Castle,q00000010_00.qtd.json,5,
q00000010,6,QUEST_TEXT_TYPE_PURPOSE,Defeat the summoned beast,q00000010_00.qtd.json,6,
q00000010,7,QUEST_TEXT_TYPE_PURPOSE,Report back to Mysial in the Audience Chamber,q00000010_00.qtd.json,7,
q00000011,0,QUEST_TEXT_TYPE_NAME,The God's Awakening,q00000011_00.qtd.json,0,
q00000011,1,QUEST_TEXT_TYPE_ORDER,Offer the vessel of life to the white dragon to awaken it.,q00000011_00.qtd.json,1,
q00000011,2,QUEST_TEXT_TYPE_PURPOSE,Speak with Joseph in the Audience Chamber,q00000011_00.qtd.json,2,
q00000012,0,QUEST_TEXT_TYPE_NAME,The Girl Clad in Darkness,q00000012_00.qtd.json,0,
q00000012,1,QUEST_TEXT_TYPE_ORDER,"Search for and rescue Mayleaf, 
who has disappeared again.",q00000012_00.qtd.json,1,
q00000012,2,QUEST_TEXT_TYPE_PURPOSE,"Hear what Pamela has to say in the White Dragon
Temple",q00000012_00.qtd.json,2,
q00000012,3,QUEST_TEXT_TYPE_PURPOSE,Head to Lynwood to find more information,q00000012_00.qtd.json,3,
q00000012,4,QUEST_TEXT_TYPE_PURPOSE,Obtain information from Christine in Mysree Grove,q00000012_00.qtd.json,4,
q00000012,5,QUEST_TEXT_TYPE_PURPOSE,Complete one Mysree Grove World Quest,q00000012_00.qtd.json,5,
q00000012,6,QUEST_TEXT_TYPE_PURPOSE,Report to Christine,q00000012_00.qtd.json,6,
q00000012,7,QUEST_TEXT_TYPE_PURPOSE,"Based on the information head to the small island
southeast of the Lake Inias",q00000012_00.qtd.json,7,
q00000012,8,QUEST_TEXT_TYPE_PURPOSE,Defeat encountered foe(s),q00000012_00.qtd.json,8,
q00000012,9,QUEST_TEXT_TYPE_PURPOSE,Report back to Joseph in the Audience Chamber,q00000012_00.qtd.json,9,
q00000013,0,QUEST_TEXT_TYPE_NAME,The Stolen Heart,q00000013_00.qtd.json,0,
q00000013,1,QUEST_TEXT_TYPE_ORDER,Recover the kidnapped Mayleaf,q00000013_00.qtd.json,1,
q00000013,2,QUEST_TEXT_TYPE_PURPOSE,Obtain information from Leo,q00000013_00.qtd.json,2,
q00000013,3,QUEST_TEXT_TYPE_PURPOSE,Reconfirm the destination from Leo,q00000013_00.qtd.json,3,
q00000013,4,QUEST_TEXT_TYPE_PURPOSE,Obtain information from Scherzo in Fort Gritten,q00000013_00.qtd.json,4,
q00000013,5,QUEST_TEXT_TYPE_PURPOSE,Head to the Temple of Purification,q00000013_00.qtd.json,5,
q00000013,6,QUEST_TEXT_TYPE_PURPOSE,"Find the key to the control room on the second
floor",q00000013_00.qtd.json,6,
q00000013,7,QUEST_TEXT_TYPE_PURPOSE,Turn off the flow of water from the control room,q00000013_00.qtd.json,7,
q00000013,8,QUEST_TEXT_TYPE_PURPOSE,Go to the location behind the waterfall,q00000013_00.qtd.json,8,
q00000013,9,QUEST_TEXT_TYPE_PURPOSE,Defeat the mysterious abductor,q00000013_00.qtd.json,9,
q00000013,10,QUEST_TEXT_TYPE_PURPOSE,Go to the entrance of the Temple of Purification,q00000013_00.qtd.json,10,
q00000013,11,QUEST_TEXT_TYPE_PURPOSE,Report back to Leo in the Audience Chamber,q00000013_00.qtd.json,11,
q00000014,0,QUEST_TEXT_TYPE_NAME,The Roars of a Thousand,q00000014_00.qtd.json,0,
q00000014,1,QUEST_TEXT_TYPE_ORDER,Defend the Temple against the Orc invasion,q00000014_00.qtd.json,1,
q00000014,2,QUEST_TEXT_TYPE_PURPOSE,Head to Hidell Plains and fight the Orc forces,q00000014_00.qtd.json,2,
q00000014,3,QUEST_TEXT_TYPE_PURPOSE,Eliminate the Orc advance party,q00000014_00.qtd.json,3,
q00000014,4,QUEST_TEXT_TYPE_PURPOSE,Eliminate the Orc support troops,q00000014_00.qtd.json,4,
q00000014,5,QUEST_TEXT_TYPE_PURPOSE,Head to the location of the Orc main force,q00000014_00.qtd.json,5,
q00000014,6,QUEST_TEXT_TYPE_PURPOSE,Eliminate the Orc main force,q00000014_00.qtd.json,6,
q00000014,7,QUEST_TEXT_TYPE_PURPOSE,Report back to Joseph in the Audience Chamber,q00000014_00.qtd.json,7,
q00000015,0,QUEST_TEXT_TYPE_NAME,Return to Yore,q00000015_00.qtd.json,0,
q00000015,1,QUEST_TEXT_TYPE_ORDER,"Head to the ancient elven city of Erte Deenan
to rescue Kieshildt.",q00000015_00.qtd.json,1,
q00000015,2,QUEST_TEXT_TYPE_PURPOSE,"Hear information from Rondejeel at the Secret
Bowmaker's Home",q00000015_00.qtd.json,2,
q00000015,3,QUEST_TEXT_TYPE_PURPOSE,Find the Orcs pursuing Kieshildt,q00000015_00.qtd.json,3,
q00000015,4,QUEST_TEXT_TYPE_PURPOSE,Eliminate the Orcs encountered,q00000015_00.qtd.json,4,
q00000015,5,QUEST_TEXT_TYPE_PURPOSE,Head into the heart of Erte Deenan,q00000015_00.qtd.json,5,
q00000015,6,QUEST_TEXT_TYPE_PURPOSE,"Obtain the ""Ancient Deenan Key""",q00000015_00.qtd.json,6,
q00000015,7,QUEST_TEXT_TYPE_PURPOSE,Proceed with the key obtained,q00000015_00.qtd.json,7,
q00000015,8,QUEST_TEXT_TYPE_PURPOSE,Finish off the Orc forces,q00000015_00.qtd.json,8,
q00000015,9,QUEST_TEXT_TYPE_PURPOSE,Report back to Joseph in the Audience Chamber,q00000015_00.qtd.json,9,
q00000016,0,QUEST_TEXT_TYPE_NAME,A Friendly Visit,q00000016_00.qtd.json,0,
q00000016,1,QUEST_TEXT_TYPE_ORDER,"Head to Gardnox Fortress
to retrieve the Vessel containing Kieshildt life-force",q00000016_00.qtd.json,1,
q00000016,2,QUEST_TEXT_TYPE_PURPOSE,"Go to Drawan Village and find out how to enter
Gardnox Fortress",q00000016_00.qtd.json,2,
q00000016,3,QUEST_TEXT_TYPE_PURPOSE,"Hear what Sunny has to say in the Sleeping Wolf
Inn",q00000016_00.qtd.json,3,
q00000016,4,QUEST_TEXT_TYPE_PURPOSE,Head to the Orcs' location,q00000016_00.qtd.json,4,
q00000016,5,QUEST_TEXT_TYPE_PURPOSE,Defeat the Orcs to obtain the key to the fortress,q00000016_00.qtd.json,5,
q00000016,6,QUEST_TEXT_TYPE_PURPOSE,Pick up the key to Gardnox Fortress,q00000016_00.qtd.json,6,
q00000016,7,QUEST_TEXT_TYPE_PURPOSE,Break into Gardnox Fortress by using the key,q00000016_00.qtd.json,7,
q00000016,8,QUEST_TEXT_TYPE_PURPOSE,Find a way to enter the heart of the fortress,q00000016_00.qtd.json,8,
q00000016,9,QUEST_TEXT_TYPE_PURPOSE,"Use the levers to open the main gate of the
fortress",q00000016_00.qtd.json,9,
q00000016,10,QUEST_TEXT_TYPE_PURPOSE,"Head to the back of the main gate and search for
the Vessel of Life",q00000016_00.qtd.json,10,
q00000016,11,QUEST_TEXT_TYPE_PURPOSE,Defeat Mogok,q00000016_00.qtd.json,11,
q00000016,12,QUEST_TEXT_TYPE_PURPOSE,Report back to Leo in the Audience Chamber,q00000016_00.qtd.json,12,
q00000017,0,QUEST_TEXT_TYPE_NAME,The Course of Life,q00000017_00.qtd.json,0,
q00000017,1,QUEST_TEXT_TYPE_ORDER,"Offer the vessel of life you brought back 
to the White Dragon.",q00000017_00.qtd.json,1,
q00000017,2,QUEST_TEXT_TYPE_PURPOSE,Speak with Joseph,q00000017_00.qtd.json,2,
q00000018,0,QUEST_TEXT_TYPE_NAME,"The Ark, Once More",q00000018_00.qtd.json,0,
q00000018,1,QUEST_TEXT_TYPE_ORDER,"Investigate the Second Ark that appeared in 
the Betland Plains.",q00000018_00.qtd.json,1,
q00000018,2,QUEST_TEXT_TYPE_PURPOSE,Speak with Joseph,q00000018_00.qtd.json,2,
q00000018,3,QUEST_TEXT_TYPE_PURPOSE,Enter The Second Ark at the Betland Plains,q00000018_00.qtd.json,3,
q00000018,4,QUEST_TEXT_TYPE_PURPOSE,"Join Leo and Joseph, who have gone ahead",q00000018_00.qtd.json,4,
q00000018,5,QUEST_TEXT_TYPE_PURPOSE,Destroy the metal giant,q00000018_00.qtd.json,5,
q00000018,6,QUEST_TEXT_TYPE_PURPOSE,Escort Joseph to safety,q00000018_00.qtd.json,6,
q00000018,7,QUEST_TEXT_TYPE_PURPOSE,"Return to the Audience Chamber and speak with
Joseph",q00000018_00.qtd.json,7,
q00000018,8,QUEST_TEXT_TYPE_PURPOSE,Discuss the issue,q00000018_00.qtd.json,8,
q00000019,0,QUEST_TEXT_TYPE_NAME,Thinking of a Friend,q00000019_00.qtd.json,0,
q00000019,1,QUEST_TEXT_TYPE_ORDER,"Counsel Leo, who is concerned about Iris's safety.",q00000019_00.qtd.json,1,
q00000019,2,QUEST_TEXT_TYPE_PURPOSE,Hear out what Joseph has to say,q00000019_00.qtd.json,2,
q00000019,3,QUEST_TEXT_TYPE_PURPOSE,Speak with Leo,q00000019_00.qtd.json,3,
q00000019,4,QUEST_TEXT_TYPE_PURPOSE,"Head to the village of Zoma through the Temple of
Purification",q00000019_00.qtd.json,4,
q00000019,5,QUEST_TEXT_TYPE_PURPOSE,"Listen to what the Area Master at Zoma has to say
about Iris",q00000019_00.qtd.json,5,
q00000019,6,QUEST_TEXT_TYPE_PURPOSE,Find Iris in the Eastern Zandora Ruins,q00000019_00.qtd.json,6,
q00000019,7,QUEST_TEXT_TYPE_PURPOSE,"Head to the ruined chapel on the hill just like
in the message",q00000019_00.qtd.json,7,
q00000019,8,QUEST_TEXT_TYPE_PURPOSE,Report back to Leo in the Audience Chamber,q00000019_00.qtd.json,8,
q00000020,0,QUEST_TEXT_TYPE_NAME,The Entrusted Future,q00000020_00.qtd.json,0,
q00000020,1,QUEST_TEXT_TYPE_ORDER,"Rescue Mysial, who has been abducted",q00000020_00.qtd.json,1,
q00000020,2,QUEST_TEXT_TYPE_PURPOSE,"Rendezvous with Leo at the Mergoda Security
District",q00000020_00.qtd.json,2,
q00000020,3,QUEST_TEXT_TYPE_PURPOSE,Search for Mysial,q00000020_00.qtd.json,3,
q00000020,4,QUEST_TEXT_TYPE_PURPOSE,Find a way to open the large doors,q00000020_00.qtd.json,4,
q00000020,5,QUEST_TEXT_TYPE_PURPOSE,Find the key in the Alchemical Research Facility,q00000020_00.qtd.json,5,
q00000020,6,QUEST_TEXT_TYPE_PURPOSE,Open the door with the key you have obtained,q00000020_00.qtd.json,6,
q00000020,7,QUEST_TEXT_TYPE_PURPOSE,Find the device to open the huge doors,q00000020_00.qtd.json,7,
q00000020,8,QUEST_TEXT_TYPE_PURPOSE,Head through the open huge doors,q00000020_00.qtd.json,8,
q00000020,9,QUEST_TEXT_TYPE_PURPOSE,Defeat Iris,q00000020_00.qtd.json,9,
q00000020,10,QUEST_TEXT_TYPE_PURPOSE,Report back to Joseph in the Audience Chamber,q00000020_00.qtd.json,10,
q00000021,0,QUEST_TEXT_TYPE_NAME,The Quandary of Soldiers,q00000021_00.qtd.json,0,
q00000021,1,QUEST_TEXT_TYPE_ORDER,"Go after Leo who has disappeared and is heading
for the Third Ark",q00000021_00.qtd.json,1,
q00000021,2,QUEST_TEXT_TYPE_PURPOSE,"Procure a ship in the Temple's harbor to go to
the Third Ark",q00000021_00.qtd.json,2,
q00000021,3,QUEST_TEXT_TYPE_PURPOSE,Prepare and head to the Third Ark by ship,q00000021_00.qtd.json,3,
q00000021,4,QUEST_TEXT_TYPE_PURPOSE,Seek out Gerd in the Third Ark,q00000021_00.qtd.json,4,
q00000021,5,QUEST_TEXT_TYPE_PURPOSE,Pursue Leo,q00000021_00.qtd.json,5,
q00000021,6,QUEST_TEXT_TYPE_PURPOSE,Hold off Leo,q00000021_00.qtd.json,6,
q00000021,7,QUEST_TEXT_TYPE_PURPOSE,Head to the deepest part of the Ark,q00000021_00.qtd.json,7,
q00000021,8,QUEST_TEXT_TYPE_PURPOSE,Report back to Joseph in the Audience Chamber,q00000021_00.qtd.json,8,
q00000022,0,QUEST_TEXT_TYPE_NAME,The Dwellers of the Golden Land,q00000022_00.qtd.json,0,
q00000022,1,QUEST_TEXT_TYPE_ORDER,Explore the land of Mergoda with Klaus,q00000022_00.qtd.json,1,
q00000022,2,QUEST_TEXT_TYPE_PURPOSE,"Rendezvous with Klaus before the gate at the
Mergoda Security District",q00000022_00.qtd.json,2,
q00000022,3,QUEST_TEXT_TYPE_PURPOSE,Speak with Klaus,q00000022_00.qtd.json,3,
q00000022,4,QUEST_TEXT_TYPE_PURPOSE,Explore the land of Mergoda,q00000022_00.qtd.json,4,
q00000022,5,QUEST_TEXT_TYPE_PURPOSE,Defeat the Alchemized Griffin,q00000022_00.qtd.json,5,
q00000022,6,QUEST_TEXT_TYPE_PURPOSE,Head to Theodor's Workshop,q00000022_00.qtd.json,6,
q00000022,7,QUEST_TEXT_TYPE_PURPOSE,"Seek out Beatrix, the Area Master",q00000022_00.qtd.json,7,
q00000022,8,QUEST_TEXT_TYPE_PURPOSE,Speak to Theodor in Theodor's Workshop,q00000022_00.qtd.json,8,
q00000022,9,QUEST_TEXT_TYPE_PURPOSE,Report back to Joseph in the Audience Chamber,q00000022_00.qtd.json,9,
q00000023,0,QUEST_TEXT_TYPE_NAME,The Golden Key,q00000023_00.qtd.json,0,
q00000023,1,QUEST_TEXT_TYPE_ORDER,"Obtain assistance from Theodor and prepare for
battle",q00000023_00.qtd.json,1,
q00000023,2,QUEST_TEXT_TYPE_PURPOSE,Visit Klaus waiting in Mergoda,q00000023_00.qtd.json,2,
q00000023,3,QUEST_TEXT_TYPE_PURPOSE,"Seek information on the Giant Warrior and its
whereabouts",q00000023_00.qtd.json,3,
q00000023,4,QUEST_TEXT_TYPE_PURPOSE,Clear one World Quest in Mergoda Ruins,q00000023_00.qtd.json,4,
q00000023,5,QUEST_TEXT_TYPE_PURPOSE,Report to Ariadne in the Specialist Trading Post,q00000023_00.qtd.json,5,
q00000023,6,QUEST_TEXT_TYPE_PURPOSE,"Seek out the giant warrior in the Mergoda Ruins
Royal Palace Level",q00000023_00.qtd.json,6,
q00000023,7,QUEST_TEXT_TYPE_PURPOSE,"Defeat the Giant Warrior Goliath in order to
obtain the key",q00000023_00.qtd.json,7,
q00000023,8,QUEST_TEXT_TYPE_PURPOSE,Pick up the key,q00000023_00.qtd.json,8,
q00000023,9,QUEST_TEXT_TYPE_PURPOSE,Hand over the key to Klaus,q00000023_00.qtd.json,9,
q00000023,10,QUEST_TEXT_TYPE_PURPOSE,Speak with Klaus,q00000023_00.qtd.json,10,
q00000023,11,QUEST_TEXT_TYPE_PURPOSE,Report back to Joseph in the Audience Chamber,q00000023_00.qtd.json,11,
q00000024,0,QUEST_TEXT_TYPE_NAME,The Great Alchemist,q00000024_00.qtd.json,0,
q00000024,1,QUEST_TEXT_TYPE_ORDER,Fight Diamantes in a final battle in Mergoda,q00000024_00.qtd.json,1,
q00000024,2,QUEST_TEXT_TYPE_PURPOSE,Head to the Sealed Sepulcher in Mergoda,q00000024_00.qtd.json,2,
q00000024,3,QUEST_TEXT_TYPE_PURPOSE,Seek out Diamantes,q00000024_00.qtd.json,3,
q00000024,4,QUEST_TEXT_TYPE_PURPOSE,Defeat Diamantes,q00000024_00.qtd.json,4,
q00000024,5,QUEST_TEXT_TYPE_PURPOSE,Defeat Diamantes in his transcended form,q00000024_00.qtd.json,5,
q00000024,6,QUEST_TEXT_TYPE_PURPOSE,Report back to Joseph in the Audience Chamber,q00000024_00.qtd.json,6,
q00000025,0,QUEST_TEXT_TYPE_NAME,The Crimson Crystal,q00000025_00.qtd.json,0,
q00000025,1,QUEST_TEXT_TYPE_ORDER,"Head towards Fort Gritten as Leo's envoy
to deliver supplies to the Arisen Vanessa.",q00000025_00.qtd.json,1,
q00000025,2,QUEST_TEXT_TYPE_PURPOSE,Head to Vanessa's location in Fort Gritten,q00000025_00.qtd.json,2,
q00000025,3,QUEST_TEXT_TYPE_PURPOSE,Search for monsters within the Small Cave Tombs,q00000025_00.qtd.json,3,
q00000025,4,QUEST_TEXT_TYPE_PURPOSE,Defeat the encountered demons,q00000025_00.qtd.json,4,
q00000025,5,QUEST_TEXT_TYPE_PURPOSE,Report back to Vanessa at Fort Gritten,q00000025_00.qtd.json,5,
q00000025,6,QUEST_TEXT_TYPE_PURPOSE,Report back to Leo in the Audience Chamber,q00000025_00.qtd.json,6,
q00000025,7,QUEST_TEXT_TYPE_PURPOSE,Report to Mysial in the Audience Chamber,q00000025_00.qtd.json,7,
q00000025,8,QUEST_TEXT_TYPE_PURPOSE,Present the Blood Orb to obtain the power of the White Dragon,q00000025_00.qtd.json,8,
q00000026,0,QUEST_TEXT_TYPE_NAME,A Servant's Pledge,q00000026_00.qtd.json,0,
q00000026,1,QUEST_TEXT_TYPE_ORDER,"Enter the realm of The Rift and obtain the raw 
Riftstone Ore as proof of a Pawn contract.",q00000026_00.qtd.json,1,
q00000026,2,QUEST_TEXT_TYPE_PURPOSE,Retrieve a Riftstone Ore from the depths of the Rift,q00000026_00.qtd.json,2,
q00000026,3,QUEST_TEXT_TYPE_PURPOSE,Report back to Alvar,q00000026_00.qtd.json,3,
q00000026,4,QUEST_TEXT_TYPE_PURPOSE,Give the Riftstone Ore to Mysial in the Audience Chamber,q00000026_00.qtd.json,4,
q00000027,0,QUEST_TEXT_TYPE_NAME,The Goblin King,q00000027_00.qtd.json,0,
q00000027,1,QUEST_TEXT_TYPE_ORDER,"Seek clues to undo the petrification
of the White Dragon by visiting the Goblin King 
in Hobolic Cave.",q00000027_00.qtd.json,1,
q00000027,2,QUEST_TEXT_TYPE_PURPOSE,Head to the Hobolic Cave and speak with Gilstan the Goblin King,q00000027_00.qtd.json,2,
q00000027,3,QUEST_TEXT_TYPE_PURPOSE,Defeat the monsters near the Hobolic Cave,q00000027_00.qtd.json,3,
q00000027,4,QUEST_TEXT_TYPE_PURPOSE,Report back to Gilstan in the Hobolic Cave,q00000027_00.qtd.json,4,
q00000027,5,QUEST_TEXT_TYPE_PURPOSE,Deliver the ancient texts to Leo in the Audience Chamber,q00000027_00.qtd.json,5,
q00000028,0,QUEST_TEXT_TYPE_NAME,A Brief Respite,q00000028_00.qtd.json,0,
q00000028,1,QUEST_TEXT_TYPE_ORDER,Grant Mysial's wish,q00000028_00.qtd.json,1,
q00000028,2,QUEST_TEXT_TYPE_PURPOSE,Ask around for Mysial,q00000028_00.qtd.json,2,
q00000028,3,QUEST_TEXT_TYPE_PURPOSE,Head to the Relay Station and search for Mysial,q00000028_00.qtd.json,3,
q00000028,4,QUEST_TEXT_TYPE_PURPOSE,Accompany Mysial around the Temple,q00000028_00.qtd.json,4,
q00000028,5,QUEST_TEXT_TYPE_PURPOSE,Accompany Mysial around the Temple,q00000028_00.qtd.json,5,
q00000028,6,QUEST_TEXT_TYPE_PURPOSE,Accompany Mysial around the Temple,q00000028_00.qtd.json,6,
q00000028,7,QUEST_TEXT_TYPE_PURPOSE,Accompany Mysial around the Temple,q00000028_00.qtd.json,7,
q00000029,0,QUEST_TEXT_TYPE_NAME,The Beast's Final Moments,q00000029_00.qtd.json,0,
q00000029,1,QUEST_TEXT_TYPE_ORDER,"Go to the Second Ark and join the mission
to eliminate everything within it.",q00000029_00.qtd.json,1,
q00000029,2,QUEST_TEXT_TYPE_PURPOSE,Storm into the Second Ark in the Betland Plains,q00000029_00.qtd.json,2,
q00000029,3,QUEST_TEXT_TYPE_PURPOSE,Destroy the device at the Second Ark's lower level,q00000029_00.qtd.json,3,
