key,old,new
CLAN_SHOP_LINEUP_ID_34,"ファーラナ平原に
ポーン遠征隊を派遣できるようになります","You will be able to dispatch the Pawn Expedition
to the Farana Plains."
CLAN_SHOP_LINEUP_ID_35,"モロー樹林に
ポーン遠征隊を派遣できるようになります","You will be able to dispatch the Pawn Expedition
to the Morrow Forest."
CLAN_SHOP_LINEUP_ID_36,"キンガル峡谷に
ポーン遠征隊を派遣できるようになります","You will be able to dispatch the Pawn Expedition
to Kingal Canyon."
CLAN_SHOP_LINEUP_ID_37,"ホットスポットの数を10箇所増やします
他の遠征隊支援の効果と重複します","Increases the number of hotspots by 10.
It overlaps with the effects of other Expedition Support."
CLAN_SHOP_LINEUP_ID_38,"ホットスポットの数を10箇所増やします
他の遠征隊支援の効果と重複します","Increases the number of hotspots by 10.
It overlaps with the effects of other Expedition Support."
CLAN_SHOP_LINEUP_ID_39,"探索したスポットの報酬や
エリアポイントを持ち帰りやすくなります
他の遠征隊支援の効果と重複します","Makes it easier for the Pawn Expedition to
find a lot more loot and area points.
It overlaps with the effects of other Expedition Support."
CLAN_SHOP_LINEUP_ID_40,"探索に向かったポーンが
スポットの魔物を討伐しやすくなります
他の遠征隊支援の効果と重複します","Makes it easier for the Pawn Expedition to
slay demons located around a hotspot.
It overlaps with the effects of other Expedition Support."
CLAN_SHOP_LINEUP_ID_41,"ホットスポットの数を15箇所増やします
他の遠征隊支援の効果と重複します","Increases the number of hotspots by 15.
It overlaps with the effects of other Expedition Support."
CLAN_SHOP_LINEUP_ID_42,"ホットスポットの数を15箇所増やします
他の遠征隊支援の効果と重複します","Increases the number of hotspots by 15.
It overlaps with the effects of other Expedition Support."
CLAN_SHOP_LINEUP_ID_43,"ポーン遠征隊の戦力がアップする
※特殊なポーン遠征隊支援が使えるようになります",
CLAN_SHOP_LINEUP_ID_44,"探索に向かったポーンが
1種類の魔物を複数体討伐しやすくなります
他の遠征隊支援の効果と重複します",
CLAN_SHOP_LINEUP_ID_45,"探索に向かったポーンが
複数種類の魔物を倒しやすくなります
他の遠征隊支援の効果と重複します",
CLAN_SHOP_LINEUP_ID_46,"ホットスポットを発見できない日々が続くと
ホットスポットが見つかりやすくなります",
CLAN_SHOP_LINEUP_ID_47,"ラスニテ山麓に
ポーン遠征隊を派遣できるようになります",
CLAN_SHOP_LINEUP_ID_48,"フェルヤナ荒原に
ポーン遠征隊を派遣できるようになります",
CLAN_SHOP_LINEUP_ID_49,"アッカーシェラン大陸への
ポーン遠征隊が解放されます",
CLAN_SHOP_LINEUP_ID_50,"遠征先開拓：メガドシス高地に
ポーン遠征隊を派遣できるようになります",
CLAN_SHOP_LINEUP_ID_51,"遠征先開拓：ウルテカ山岳に
ポーン遠征隊を派遣できるようになります",
CLAN_SHOP_LINEUP_ID_52,"クラン拠点の内装を
変更できるようになります",
CLAN_SHOP_LINEUP_ID_53,"広場に
クリスマスツリーが設置できます",
CLAN_SHOP_LINEUP_ID_54,"大広間に
クリスマスカーペットが設置できます",
CLAN_SHOP_LINEUP_ID_55,"大広間に
クリスマスデコレーションが設置できます",
CLAN_SHOP_LINEUP_ID_56,"ボード前ラウンジに
リトル・フロストが設置できます",
CLAN_SHOP_LINEUP_ID_57,３周年をお祝いするクラン拠点家具,
CLAN_SHOP_LINEUP_ID_58,３周年をお祝いするクラン拠点家具,
CLAN_SHOP_LINEUP_ID_59,３周年をお祝いするクラン拠点家具,
CLAN_SHOP_LINEUP_ID_60,３周年をお祝いするクラン拠点家具,
CLAN_SHOP_LINEUP_ID_61,"ハロウィンを盛り上げる
クラン拠点家具",
CLAN_SHOP_LINEUP_ID_62,"ハロウィンを盛り上げる
クラン拠点家具",
CLAN_SHOP_LINEUP_ID_63,"ハロウィンを盛り上げる
クラン拠点家具",
CLAN_SHOP_LINEUP_ID_64,"ハロウィンを盛り上げる
クラン拠点家具",
CLAN_SHOP_LINEUP_ID_65,"ハロウィンを盛り上げる
クラン拠点家具",
CLAN_SHOP_LINEUP_ID_66,クリスマス料理が設置できます,
CLAN_SHOP_LINEUP_ID_67,"広場に
クリスマスツリーが設置できます",
